epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,365.346,1.46736,1.43615,1.06119,0.30159,0.75668,0.47859,0.28192,1.52325,2.46236,1.23627,0.00074431,0.00074431,0.00074431
22,382.477,1.44361,1.43465,1.06914,0.45535,0.55244,0.48522,0.29989,1.5317,2.42932,1.22422,0.000778716,0.000778716,0.000778716
23,399.758,1.40506,1.35594,1.06693,0.6627,0.32324,0.50598,0.29965,1.52049,2.34508,1.22035,0.000812974,0.000812974,0.000812974
24,417.095,1.43363,1.34687,1.06416,0.68392,0.33497,0.51863,0.28782,1.61453,2.28577,1.2429,0.000847083,0.000847083,0.000847083
25,434.397,1.42913,1.33109,1.072,0.69103,0.33347,0.51752,0.29624,1.57909,2.26934,1.2396,0.000881044,0.000881044,0.000881044
26,450.96,1.42422,1.3128,1.07924,0.65909,0.32872,0.49764,0.29648,1.58411,2.26422,1.26181,0.000914856,0.000914856,0.000914856
27,467.879,1.34657,1.23112,1.04181,0.65457,0.36142,0.51504,0.30213,1.60799,2.16609,1.28876,0.00094852,0.00094852,0.00094852
28,484.391,1.41597,1.2807,1.07762,0.62523,0.43004,0.50801,0.31144,1.62404,2.02666,1.29103,0.000982035,0.000982035,0.000982035
29,501.111,1.32134,1.24493,1.04666,0.62523,0.43004,0.50801,0.31144,1.62404,2.02666,1.29103,0.0010154,0.0010154,0.0010154
30,518.238,1.38544,1.2812,1.07145,0.64718,0.4616,0.56911,0.35747,1.56302,1.81679,1.23482,0.00104862,0.00104862,0.00104862
31,534.872,1.37494,1.20297,1.04694,0.57822,0.43261,0.58969,0.3613,1.57852,1.73206,1.25963,0.00108169,0.00108169,0.00108169
32,551.562,1.36316,1.2494,1.0525,0.59235,0.49328,0.60759,0.35776,1.59156,1.75233,1.25914,0.00111461,0.00111461,0.00111461
33,568.007,1.35259,1.23831,1.04924,0.59235,0.49328,0.60759,0.35776,1.59156,1.75233,1.25914,0.00114738,0.00114738,0.00114738
34,584.475,1.37507,1.18131,1.06667,0.5816,0.50386,0.59454,0.36209,1.5443,1.75336,1.27345,0.00116833,0.00116833,0.00116833
35,601.321,1.35109,1.19037,1.04519,0.61742,0.52277,0.58036,0.34685,1.6172,1.74363,1.30662,0.00116585,0.00116585,0.00116585
36,618.004,1.35509,1.17603,1.02664,0.67037,0.53229,0.59536,0.34598,1.65548,1.73123,1.32655,0.00116337,0.00116337,0.00116337
37,634.33,1.34804,1.20831,1.06213,0.67037,0.53229,0.59536,0.34598,1.65548,1.73123,1.32655,0.0011609,0.0011609,0.0011609
38,651.393,1.36634,1.18667,1.03117,0.60286,0.4881,0.60745,0.36082,1.57543,1.81574,1.2568,0.00115843,0.00115843,0.00115843
39,668.377,1.3666,1.17693,1.07803,0.66582,0.5022,0.58949,0.36062,1.52156,1.79813,1.18926,0.00115595,0.00115595,0.00115595
40,685.182,1.37936,1.16542,1.0414,0.64356,0.53035,0.58034,0.33752,1.5537,1.79842,1.19057,0.00115348,0.00115348,0.00115348
41,701.461,1.33961,1.19507,1.03843,0.64356,0.53035,0.58034,0.33752,1.5537,1.79842,1.19057,0.001151,0.001151,0.001151
42,718.279,1.29499,1.12102,1.00238,0.65349,0.56718,0.61724,0.35045,1.57035,1.72132,1.24267,0.00114853,0.00114853,0.00114853
43,735.122,1.26911,1.10457,1.0033,0.63763,0.60043,0.62494,0.36245,1.46781,1.56136,1.20199,0.00114605,0.00114605,0.00114605
44,751.775,1.35533,1.11188,1.03727,0.65651,0.59048,0.66263,0.36685,1.49265,1.51048,1.22141,0.00114357,0.00114357,0.00114357
45,768.097,1.27028,1.07803,1.01867,0.65651,0.59048,0.66263,0.36685,1.49265,1.51048,1.22141,0.0011411,0.0011411,0.0011411
46,784.785,1.33059,1.1193,1.02149,0.66468,0.61645,0.62099,0.34691,1.62088,1.45778,1.26281,0.00113863,0.00113863,0.00113863
47,802.041,1.31084,1.08689,1.01277,0.58264,0.58235,0.61335,0.34412,1.65029,1.48667,1.24312,0.00113615,0.00113615,0.00113615
48,818.525,1.31334,1.08582,1.01374,0.62088,0.65952,0.64675,0.38205,1.53694,1.36222,1.17087,0.00113368,0.00113368,0.00113368
49,835.526,1.30611,1.0429,1.01768,0.62088,0.65952,0.64675,0.38205,1.53694,1.36222,1.17087,0.0011312,0.0011312,0.0011312
50,852.177,1.27464,1.03708,1.02168,0.59019,0.70571,0.66934,0.39116,1.49048,1.25993,1.15639,0.00112873,0.00112873,0.00112873
51,869.116,1.33809,1.07414,1.04648,0.62236,0.70226,0.67368,0.38809,1.52658,1.23515,1.14498,0.00112625,0.00112625,0.00112625
52,885.655,1.228,0.98544,0.98556,0.69365,0.68822,0.68292,0.39074,1.54731,1.32228,1.16947,0.00112378,0.00112378,0.00112378
53,902.717,1.27812,1.05649,1.00253,0.69365,0.68822,0.68292,0.39074,1.54731,1.32228,1.16947,0.0011213,0.0011213,0.0011213
54,919.393,1.24769,0.99352,0.98915,0.72584,0.69389,0.70353,0.40698,1.51477,1.30388,1.17092,0.00111882,0.00111882,0.00111882
55,935.913,1.21145,1.00922,0.98435,0.69997,0.7092,0.70385,0.40739,1.48886,1.23253,1.17912,0.00111635,0.00111635,0.00111635
56,952.332,1.26718,1.00712,1.01073,0.71493,0.68143,0.69942,0.38651,1.57958,1.31827,1.2221,0.00111388,0.00111388,0.00111388
57,969.125,1.25313,1.02259,0.98823,0.71493,0.68143,0.69942,0.38651,1.57958,1.31827,1.2221,0.0011114,0.0011114,0.0011114
58,985.987,1.25447,0.97868,0.99498,0.70239,0.67549,0.69173,0.3675,1.5877,1.31764,1.23146,0.00110892,0.00110892,0.00110892
59,1002.44,1.26653,0.97199,1.00611,0.78143,0.65237,0.70557,0.37962,1.60812,1.28061,1.25738,0.00110645,0.00110645,0.00110645
60,1019.12,1.24496,0.99324,0.98994,0.77872,0.6574,0.70202,0.37583,1.60706,1.2841,1.24863,0.00110397,0.00110397,0.00110397
61,1035.91,1.18795,0.97257,0.99072,0.77872,0.6574,0.70202,0.37583,1.60706,1.2841,1.24863,0.0011015,0.0011015,0.0011015
62,1052.56,1.20073,0.93954,0.98726,0.73507,0.66136,0.69318,0.38666,1.61172,1.33015,1.27226,0.00109903,0.00109903,0.00109903
63,1069.4,1.25694,0.98421,0.98457,0.75811,0.69873,0.70997,0.40579,1.46538,1.27022,1.21154,0.00109655,0.00109655,0.00109655
64,1086.58,1.16065,0.93843,0.95517,0.79207,0.61842,0.68917,0.42488,1.457,1.21183,1.22313,0.00109408,0.00109408,0.00109408
65,1103.09,1.23605,0.98867,1.0028,0.79207,0.61842,0.68917,0.42488,1.457,1.21183,1.22313,0.0010916,0.0010916,0.0010916
66,1119.93,1.26119,1.00219,1.02914,0.68794,0.69458,0.70526,0.42501,1.4234,1.17923,1.1877,0.00108913,0.00108913,0.00108913
67,1136.65,1.21768,0.97186,0.99377,0.72747,0.69167,0.73443,0.41985,1.49925,1.20743,1.21106,0.00108665,0.00108665,0.00108665
68,1153.38,1.22137,0.9588,0.99114,0.75678,0.74395,0.76749,0.43575,1.43429,1.15542,1.18718,0.00108417,0.00108417,0.00108417
69,1169.91,1.15825,0.93408,0.97009,0.75678,0.74395,0.76749,0.43575,1.43429,1.15542,1.18718,0.0010817,0.0010817,0.0010817
70,1186.49,1.20602,0.94439,0.99316,0.80329,0.72608,0.77998,0.45359,1.41009,1.14839,1.18713,0.00107923,0.00107923,0.00107923
71,1203.01,1.20156,0.90391,0.9812,0.7222,0.72619,0.73787,0.42401,1.51396,1.11569,1.16867,0.00107675,0.00107675,0.00107675
72,1220.02,1.16796,0.91529,0.98371,0.74348,0.7122,0.74061,0.40831,1.57532,1.14899,1.17202,0.00107427,0.00107427,0.00107427
73,1236.45,1.21679,0.93544,0.98409,0.74348,0.7122,0.74061,0.40831,1.57532,1.14899,1.17202,0.0010718,0.0010718,0.0010718
74,1253.21,1.16311,0.89584,0.95252,0.70444,0.70113,0.71888,0.41585,1.53049,1.14161,1.17562,0.00106933,0.00106933,0.00106933
75,1269.97,1.19502,0.90354,0.97437,0.71012,0.69167,0.73082,0.41345,1.54051,1.16625,1.16212,0.00106685,0.00106685,0.00106685
76,1286.66,1.15763,0.87692,0.95461,0.73949,0.72132,0.74489,0.41705,1.55445,1.14046,1.16096,0.00106437,0.00106437,0.00106437
77,1303.2,1.18433,0.89674,0.98577,0.73949,0.72132,0.74489,0.41705,1.55445,1.14046,1.16096,0.0010619,0.0010619,0.0010619
78,1319.55,1.12974,0.92009,0.96012,0.78618,0.68708,0.73947,0.45241,1.48072,1.09278,1.15682,0.00105942,0.00105942,0.00105942
79,1336.32,1.13369,0.88682,0.96688,0.74901,0.75952,0.75348,0.46507,1.44266,1.06873,1.1767,0.00105695,0.00105695,0.00105695
80,1353.09,1.19356,0.90154,0.962,0.79767,0.74286,0.75346,0.46127,1.4762,1.02845,1.18145,0.00105448,0.00105448,0.00105448
81,1370.39,1.25811,0.90798,0.98634,0.79767,0.74286,0.75346,0.46127,1.4762,1.02845,1.18145,0.001052,0.001052,0.001052
82,1386.85,1.14674,0.87278,0.94862,0.85454,0.74263,0.78319,0.47843,1.46442,1.02846,1.16084,0.00104952,0.00104952,0.00104952
83,1403.34,1.17582,0.90801,0.96525,0.86872,0.75057,0.80018,0.45,1.50137,1.03907,1.18384,0.00104705,0.00104705,0.00104705
84,1420.02,1.15001,0.85561,0.96476,0.86672,0.74087,0.7748,0.44315,1.50529,1.08056,1.19013,0.00104458,0.00104458,0.00104458
85,1436.43,1.13371,0.85581,0.97098,0.86672,0.74087,0.7748,0.44315,1.50529,1.08056,1.19013,0.0010421,0.0010421,0.0010421
86,1453.03,1.14368,0.90328,0.95485,0.77668,0.70476,0.74247,0.44102,1.47668,1.09585,1.17434,0.00103962,0.00103962,0.00103962
87,1469.35,1.09072,0.82941,0.95816,0.74016,0.71477,0.74041,0.43233,1.50003,1.10023,1.16214,0.00103715,0.00103715,0.00103715
88,1485.77,1.11872,0.85016,0.94608,0.75342,0.70236,0.73554,0.43189,1.57193,1.09631,1.17588,0.00103468,0.00103468,0.00103468
89,1502.86,1.13499,0.8608,0.94779,0.75342,0.70236,0.73554,0.43189,1.57193,1.09631,1.17588,0.0010322,0.0010322,0.0010322
90,1519.32,1.07833,0.84675,0.94598,0.71449,0.78982,0.76918,0.4431,1.50727,1.10746,1.16404,0.00102972,0.00102972,0.00102972
91,1535.59,1.08057,0.81444,0.94325,0.80138,0.74286,0.77924,0.44741,1.44914,1.09707,1.16191,0.00102725,0.00102725,0.00102725
92,1552.18,1.11502,0.83568,0.95274,0.84294,0.72565,0.78312,0.43805,1.45779,1.10072,1.17917,0.00102478,0.00102478,0.00102478
93,1569.29,1.11602,0.83671,0.94238,0.84294,0.72565,0.78312,0.43805,1.45779,1.10072,1.17917,0.0010223,0.0010223,0.0010223
94,1586,1.06579,0.84041,0.95021,0.78844,0.75868,0.78303,0.43597,1.46482,1.12878,1.17136,0.00101983,0.00101983,0.00101983
95,1602.87,1.16946,0.84753,0.94974,0.8073,0.74636,0.75522,0.44449,1.52816,1.16818,1.20252,0.00101735,0.00101735,0.00101735
96,1619.95,1.07004,0.81299,0.93231,0.78687,0.75242,0.75787,0.43319,1.53701,1.17584,1.19719,0.00101488,0.00101488,0.00101488
97,1636.53,1.0494,0.82198,0.93125,0.78687,0.75242,0.75787,0.43319,1.53701,1.17584,1.19719,0.0010124,0.0010124,0.0010124
98,1653.18,1.13771,0.83103,0.95686,0.78405,0.74735,0.7605,0.41021,1.55838,1.17837,1.20781,0.00100993,0.00100993,0.00100993
99,1669.79,1.10295,0.83881,0.94532,0.74293,0.71694,0.77686,0.42303,1.577,1.11286,1.21845,0.00100745,0.00100745,0.00100745
100,1686.74,1.08536,0.79105,0.93139,0.77973,0.7113,0.76189,0.43161,1.51944,1.04162,1.19318,0.00100497,0.00100497,0.00100497
101,1703.77,1.11384,0.82432,0.95507,0.77973,0.7113,0.76189,0.43161,1.51944,1.04162,1.19318,0.0010025,0.0010025,0.0010025
102,1721.47,1.12453,0.82958,0.9523,0.79641,0.71172,0.75428,0.43096,1.47536,1.03117,1.16965,0.00100003,0.00100003,0.00100003
103,1738.29,1.09163,0.83123,0.94978,0.73253,0.75833,0.7718,0.42647,1.4683,1.04719,1.17774,0.00099755,0.00099755,0.00099755
104,1754.99,1.10372,0.82739,0.947,0.78823,0.72149,0.76319,0.42675,1.43332,1.05368,1.15469,0.000995075,0.000995075,0.000995075
105,1771.44,1.0543,0.84863,0.94545,0.78823,0.72149,0.76319,0.42675,1.43332,1.05368,1.15469,0.0009926,0.0009926,0.0009926
106,1788.03,1.05281,0.84083,0.92799,0.80333,0.69391,0.74706,0.44343,1.38057,1.04812,1.13962,0.000990125,0.000990125,0.000990125
107,1804.88,1.09721,0.83167,0.9528,0.8334,0.70952,0.75919,0.43763,1.42253,1.04294,1.17986,0.00098765,0.00098765,0.00098765
108,1821.65,1.12105,0.83234,0.95271,0.73676,0.71881,0.73903,0.4373,1.40327,1.01654,1.12771,0.000985175,0.000985175,0.000985175
109,1837.97,1.08425,0.83667,0.9574,0.73676,0.71881,0.73903,0.4373,1.40327,1.01654,1.12771,0.0009827,0.0009827,0.0009827
110,1854.68,1.057,0.80074,0.939,0.72443,0.74829,0.75923,0.44896,1.38729,0.97435,1.15646,0.000980225,0.000980225,0.000980225
111,1871.33,1.08407,0.80549,0.95775,0.77752,0.73555,0.77041,0.45012,1.38714,0.96832,1.15981,0.00097775,0.00097775,0.00097775
112,1887.86,1.07707,0.77367,0.92422,0.74241,0.7587,0.77071,0.45995,1.4017,0.95986,1.17048,0.000975275,0.000975275,0.000975275
113,1904.42,1.04885,0.81718,0.91841,0.74241,0.7587,0.77071,0.45995,1.4017,0.95986,1.17048,0.0009728,0.0009728,0.0009728
114,1920.93,1.05899,0.79393,0.9443,0.83571,0.7903,0.81653,0.45161,1.39976,0.96395,1.1718,0.000970325,0.000970325,0.000970325
115,1937.93,1.04451,0.77292,0.93401,0.71957,0.79405,0.79668,0.44113,1.49716,1.025,1.19406,0.00096785,0.00096785,0.00096785
116,1954.82,1.12502,0.82342,0.95434,0.74087,0.80134,0.8032,0.45146,1.45182,1.01376,1.16546,0.000965375,0.000965375,0.000965375
117,1971.13,1.04689,0.78435,0.93194,0.74087,0.80134,0.8032,0.45146,1.45182,1.01376,1.16546,0.0009629,0.0009629,0.0009629
118,1988.14,1.0319,0.78536,0.92745,0.81017,0.79112,0.78096,0.46444,1.37139,0.9574,1.14377,0.000960425,0.000960425,0.000960425
119,2004.56,1.03814,0.78683,0.91995,0.79885,0.78257,0.77668,0.46423,1.39981,0.97286,1.15855,0.00095795,0.00095795,0.00095795
120,2021.41,1.04443,0.7593,0.93573,0.83234,0.72163,0.78613,0.45858,1.43781,1.00639,1.16303,0.000955475,0.000955475,0.000955475
121,2038.07,1.02192,0.7582,0.91828,0.83234,0.72163,0.78613,0.45858,1.43781,1.00639,1.16303,0.000953,0.000953,0.000953
122,2054.93,1.02766,0.75463,0.92121,0.85683,0.7312,0.79333,0.45396,1.48339,0.98159,1.17623,0.000950525,0.000950525,0.000950525
123,2071.76,1.05148,0.76461,0.92438,0.78205,0.81837,0.79539,0.44119,1.4421,0.93699,1.16924,0.00094805,0.00094805,0.00094805
124,2088.45,1.08836,0.80666,0.95589,0.80262,0.812,0.80416,0.4651,1.475,0.91638,1.19562,0.000945575,0.000945575,0.000945575
125,2105.57,1.1246,0.79317,0.94874,0.80262,0.812,0.80416,0.4651,1.475,0.91638,1.19562,0.0009431,0.0009431,0.0009431
126,2122.11,1.06472,0.82252,0.93199,0.78153,0.78812,0.76598,0.45043,1.48673,0.94501,1.19921,0.000940625,0.000940625,0.000940625
127,2138.76,1.06078,0.77914,0.92698,0.78374,0.79994,0.75918,0.43686,1.45821,0.96761,1.17055,0.00093815,0.00093815,0.00093815
128,2155.36,1.0178,0.76393,0.91838,0.74078,0.76071,0.73977,0.42705,1.46725,1.00168,1.1559,0.000935675,0.000935675,0.000935675
129,2171.83,1.06436,0.77863,0.93082,0.74078,0.76071,0.73977,0.42705,1.46725,1.00168,1.1559,0.0009332,0.0009332,0.0009332
130,2189.32,1.05297,0.7894,0.91694,0.82273,0.77738,0.77588,0.44517,1.45085,0.96931,1.14593,0.000930725,0.000930725,0.000930725
131,2206.19,1.08023,0.78144,0.93552,0.8196,0.79915,0.77992,0.44192,1.5079,0.9341,1.17479,0.00092825,0.00092825,0.00092825
132,2222.77,1.06598,0.7863,0.94421,0.82445,0.77167,0.7861,0.44374,1.49596,0.93535,1.16961,0.000925775,0.000925775,0.000925775
133,2239.57,1.06693,0.75041,0.9342,0.82445,0.77167,0.7861,0.44374,1.49596,0.93535,1.16961,0.0009233,0.0009233,0.0009233
134,2256.04,1.07311,0.78411,0.93255,0.80449,0.75952,0.78236,0.45207,1.44354,0.97104,1.14834,0.000920825,0.000920825,0.000920825
135,2273.33,1.0925,0.7998,0.94579,0.74317,0.77619,0.77196,0.44311,1.41471,1.01768,1.13128,0.00091835,0.00091835,0.00091835
136,2290.13,1.07377,0.8069,0.95854,0.73315,0.81346,0.76026,0.42928,1.46605,1.07906,1.14537,0.000915875,0.000915875,0.000915875
137,2306.66,1.01491,0.73438,0.91528,0.73315,0.81346,0.76026,0.42928,1.46605,1.07906,1.14537,0.0009134,0.0009134,0.0009134
138,2323.4,1.00016,0.75826,0.91586,0.7529,0.78934,0.78399,0.41937,1.54919,1.12177,1.17323,0.000910925,0.000910925,0.000910925
139,2340.28,1.01046,0.76878,0.92545,0.77103,0.76071,0.76989,0.4262,1.52885,1.04131,1.1971,0.00090845,0.00090845,0.00090845
140,2356.73,1.00236,0.74909,0.92261,0.80829,0.74286,0.77238,0.43076,1.49048,1.02313,1.15751,0.000905975,0.000905975,0.000905975
141,2372.99,1.04204,0.74874,0.9295,0.80829,0.74286,0.77238,0.43076,1.49048,1.02313,1.15751,0.0009035,0.0009035,0.0009035
142,2389.3,1.01824,0.73249,0.91904,0.80879,0.73747,0.77478,0.43359,1.49138,1.06509,1.14771,0.000901025,0.000901025,0.000901025
143,2406.13,0.99965,0.74681,0.91047,0.82371,0.7324,0.78036,0.42954,1.48381,1.04674,1.13178,0.00089855,0.00089855,0.00089855
144,2422.74,1.02294,0.75899,0.93485,0.77215,0.75118,0.77528,0.43484,1.52404,1.06636,1.15786,0.000896075,0.000896075,0.000896075
145,2439.72,1.00818,0.74231,0.90284,0.77215,0.75118,0.77528,0.43484,1.52404,1.06636,1.15786,0.0008936,0.0008936,0.0008936
146,2456.26,0.99275,0.72689,0.91971,0.79718,0.75768,0.78303,0.42317,1.54578,1.07049,1.16678,0.000891125,0.000891125,0.000891125
147,2473.03,1.0286,0.74172,0.9298,0.81435,0.76761,0.78721,0.40504,1.61073,1.07907,1.20439,0.00088865,0.00088865,0.00088865
148,2489.52,1.02394,0.72688,0.91062,0.77539,0.77088,0.78681,0.40985,1.53855,1.05187,1.16443,0.000886175,0.000886175,0.000886175
149,2506.05,0.9906,0.73156,0.9087,0.77539,0.77088,0.78681,0.40985,1.53855,1.05187,1.16443,0.0008837,0.0008837,0.0008837
150,2522.99,0.99151,0.73821,0.9083,0.79637,0.77738,0.78774,0.43622,1.47363,1.00068,1.17501,0.000881225,0.000881225,0.000881225
151,2539.69,1.04485,0.75538,0.92595,0.81338,0.74405,0.75664,0.42962,1.51422,0.99291,1.19447,0.00087875,0.00087875,0.00087875
152,2556.2,1.03417,0.74588,0.92335,0.83059,0.7581,0.75625,0.40523,1.58096,1.00539,1.20696,0.000876275,0.000876275,0.000876275
153,2572.74,1.01355,0.72795,0.90591,0.83059,0.7581,0.75625,0.40523,1.58096,1.00539,1.20696,0.0008738,0.0008738,0.0008738
154,2589.16,1.06032,0.73426,0.93221,0.80708,0.75772,0.75513,0.39508,1.62839,1.02383,1.22164,0.000871325,0.000871325,0.000871325
155,2606.23,1.07528,0.73871,0.94105,0.79244,0.74484,0.74627,0.40504,1.60904,1.03139,1.20732,0.00086885,0.00086885,0.00086885
156,2622.86,1.04484,0.72188,0.9221,0.8033,0.80407,0.77437,0.41931,1.54816,1.00709,1.17909,0.000866375,0.000866375,0.000866375
157,2639.86,1.00704,0.72684,0.91875,0.8033,0.80407,0.77437,0.41931,1.54816,1.00709,1.17909,0.0008639,0.0008639,0.0008639
158,2656.33,1.00403,0.7105,0.93444,0.81051,0.78844,0.76792,0.41542,1.53273,0.98696,1.17368,0.000861425,0.000861425,0.000861425
159,2672.87,0.99633,0.73859,0.91259,0.85909,0.79253,0.78412,0.41439,1.56584,1.00433,1.17728,0.00085895,0.00085895,0.00085895
160,2689.47,0.97333,0.70301,0.89947,0.83443,0.75952,0.73359,0.40738,1.53417,1.05529,1.14738,0.000856475,0.000856475,0.000856475
161,2705.96,0.99135,0.70456,0.92071,0.83443,0.75952,0.73359,0.40738,1.53417,1.05529,1.14738,0.000854,0.000854,0.000854
162,2722.65,0.94588,0.7053,0.90959,0.83313,0.75942,0.73582,0.40826,1.55122,1.0436,1.16061,0.000851525,0.000851525,0.000851525
163,2739.26,0.97126,0.70518,0.911,0.84163,0.75686,0.74122,0.42711,1.5385,0.98579,1.16513,0.00084905,0.00084905,0.00084905
164,2755.73,0.95481,0.70961,0.92554,0.84698,0.75296,0.76092,0.4363,1.57712,0.96511,1.21816,0.000846575,0.000846575,0.000846575
165,2772.36,0.93821,0.69769,0.90701,0.84698,0.75296,0.76092,0.4363,1.57712,0.96511,1.21816,0.0008441,0.0008441,0.0008441
166,2789.29,0.94929,0.70263,0.90887,0.81052,0.77267,0.76929,0.42964,1.60693,0.95573,1.21979,0.000841625,0.000841625,0.000841625
167,2805.93,0.94669,0.71102,0.91262,0.84831,0.73461,0.77547,0.41777,1.65696,0.97754,1.22954,0.00083915,0.00083915,0.00083915
168,2822.76,0.92233,0.68537,0.91452,0.77506,0.75952,0.77225,0.42249,1.5893,0.99042,1.18517,0.000836675,0.000836675,0.000836675
169,2839.8,0.92192,0.68416,0.89705,0.77506,0.75952,0.77225,0.42249,1.5893,0.99042,1.18517,0.0008342,0.0008342,0.0008342
170,2856.14,0.92774,0.70012,0.9035,0.84683,0.73357,0.78401,0.44846,1.52324,0.98335,1.16237,0.000831725,0.000831725,0.000831725
171,2873.39,0.96479,0.68034,0.91383,0.85093,0.76318,0.79335,0.46439,1.47932,0.95793,1.13544,0.00082925,0.00082925,0.00082925
172,2890.1,0.90439,0.66128,0.89317,0.79341,0.79286,0.7854,0.45282,1.53215,0.94067,1.14464,0.000826775,0.000826775,0.000826775
173,2906.7,0.96021,0.69059,0.91039,0.79341,0.79286,0.7854,0.45282,1.53215,0.94067,1.14464,0.0008243,0.0008243,0.0008243
174,2923.22,0.9651,0.67518,0.91515,0.84411,0.74167,0.78142,0.4438,1.58335,0.95487,1.13961,0.000821825,0.000821825,0.000821825
175,2940.03,0.93487,0.71078,0.88579,0.84758,0.75833,0.78506,0.4599,1.46045,0.93839,1.09939,0.00081935,0.00081935,0.00081935
176,2956.46,0.9448,0.70478,0.89446,0.84658,0.76415,0.7807,0.45955,1.44083,0.93479,1.09615,0.000816875,0.000816875,0.000816875
177,2972.87,0.92711,0.67745,0.89762,0.84658,0.76415,0.7807,0.45955,1.44083,0.93479,1.09615,0.0008144,0.0008144,0.0008144
178,2989.52,0.94784,0.71814,0.92069,0.82118,0.76565,0.78235,0.46732,1.45199,0.94181,1.10987,0.000811925,0.000811925,0.000811925
179,3006.29,0.9461,0.67323,0.89565,0.83253,0.76398,0.77899,0.45546,1.46105,0.95014,1.12334,0.00080945,0.00080945,0.00080945
180,3022.73,0.91201,0.6853,0.90353,0.79941,0.77309,0.78004,0.463,1.467,0.9499,1.12001,0.000806975,0.000806975,0.000806975
181,3039.39,0.95294,0.68947,0.90702,0.79941,0.77309,0.78004,0.463,1.467,0.9499,1.12001,0.0008045,0.0008045,0.0008045
182,3056.2,0.95145,0.71057,0.89724,0.83029,0.74399,0.7872,0.46412,1.44885,0.95096,1.10385,0.000802025,0.000802025,0.000802025
